dgp,scale_estimator,equation,block,horizon,tau_mean,tau_median,p_tau_gt1
sparse,pooled,2,2,9,0.4020882247,0.3584134302,0.11575
sparse,pooled,2,2,10,0.4354332142,0.3832474844,0.1395625
sparse,pooled,2,2,11,0.462932972,0.3997610135,0.155
sparse,pooled,2,2,12,0.4870257492,0.4110070602,0.158
sparse,pooled,2,3,1,0.2740557763,0.2354887169,0.0135
sparse,pooled,2,3,2,0.2608423095,0.2281473651,0.0113125
sparse,pooled,2,3,3,0.2631715473,0.2319113236,0.0124375
sparse,pooled,2,3,4,0.2768840793,0.2467309895,0.016875
sparse,pooled,2,3,5,0.2990447073,0.2680783572,0.024375
sparse,pooled,2,3,6,0.3299507498,0.2977917016,0.0430625
sparse,pooled,2,3,7,0.3651839392,0.3283346446,0.0648125
sparse,pooled,2,3,8,0.4091024075,0.3667845967,0.0955625
sparse,pooled,2,3,9,0.4503101478,0.4014660591,0.130625
sparse,pooled,2,3,10,0.4800401439,0.4273067689,0.1566875
sparse,pooled,2,3,11,0.508228479,0.4453067659,0.177625
sparse,pooled,2,3,12,0.5207336578,0.4446480004,0.183375
sparse,pooled,3,1,1,1.380502631,1.298301882,0.75425
sparse,pooled,3,1,2,1.505192866,1.431410985,0.8760625
sparse,pooled,3,1,3,1.479322366,1.410349471,0.8676875
sparse,pooled,3,1,4,1.470866456,1.403845195,0.861125
sparse,pooled,3,1,5,1.449853521,1.382990676,0.835875
sparse,pooled,3,1,6,1.407295632,1.345694398,0.7869375
sparse,pooled,3,1,7,1.346944329,1.290129826,0.7185
sparse,pooled,3,1,8,1.280034261,1.221485281,0.657625
sparse,pooled,3,1,9,1.221850506,1.161774168,0.6028125
sparse,pooled,3,1,10,1.176437094,1.108488376,0.5566875
sparse,pooled,3,1,11,1.151776761,1.075429795,0.5311875
sparse,pooled,3,1,12,1.155975881,1.056858846,0.51575
sparse,pooled,3,2,1,0.3401618664,0.2943777901,0.022125
sparse,pooled,3,2,2,0.3257280813,0.2877616031,0.017625
sparse,pooled,3,2,3,0.3254167736,0.29037307,0.0165
sparse,pooled,3,2,4,0.3320759517,0.2972024544,0.0198125
sparse,pooled,3,2,5,0.3413070665,0.3073288128,0.0241875
sparse,pooled,3,2,6,0.3574970798,0.3206209173,0.03775
sparse,pooled,3,2,7,0.3803488105,0.3397883836,0.0595625
sparse,pooled,3,2,8,0.4063931184,0.3644346045,0.0829375
sparse,pooled,3,2,9,0.4365627145,0.389097987,0.1085
sparse,pooled,3,2,10,0.4654000694,0.4128604569,0.131125
sparse,pooled,3,2,11,0.4853568013,0.4246668517,0.1438125
sparse,pooled,3,2,12,0.5017753803,0.4298050223,0.1488125
sparse,pooled,3,3,1,0.3215319498,0.2783762255,0.0234375
sparse,pooled,3,3,2,0.3093325242,0.270639522,0.01975
sparse,pooled,3,3,3,0.3130434545,0.2754961752,0.0230625
sparse,pooled,3,3,4,0.3266461237,0.290542566,0.029875
sparse,pooled,3,3,5,0.3484367353,0.3113980402,0.0414375
sparse,pooled,3,3,6,0.3798203723,0.3432630857,0.061625
sparse,pooled,3,3,7,0.4172921339,0.3754760959,0.090625
sparse,pooled,3,3,8,0.4518508712,0.4075198058,0.123
sparse,pooled,3,3,9,0.4794678269,0.4329903912,0.1501875
sparse,pooled,3,3,10,0.5001455715,0.4460938344,0.1665625
sparse,pooled,3,3,11,0.5146084728,0.4554417374,0.1748125
sparse,pooled,3,3,12,0.5279193606,0.4566697455,0.17975
