dgp,mode,R,T,p,H,estimator,variable,horizon,bias,variance,mse,rmse,coverage,avg_len,coverage_post,avg_len_post
sparse,fmar,40,200,2,12,BLP-pooled,1,2,-0.0353388267,0.003831259905,0.005080092577,0.07127476816,0.9,0.2526011223,0.625,0.104969373
sparse,fmar,40,200,2,12,BLP-pooled,1,3,-0.0465654111,0.004396299776,0.006564637288,0.08102244928,0.875,0.2776943632,0.6,0.106372796
sparse,fmar,40,200,2,12,BLP-pooled,1,4,-0.04799811185,0.004899765944,0.007203584685,0.08487393407,0.875,0.3003694088,0.55,0.1065853117
sparse,fmar,40,200,2,12,BLP-pooled,1,5,-0.04577714472,0.004487447196,0.006582994175,0.08113565292,0.925,0.3140732833,0.525,0.1112542611
sparse,fmar,40,200,2,12,BLP-pooled,1,6,-0.04311419675,0.004975922561,0.006834756523,0.08267258628,0.95,0.3192368028,0.425,0.1127825648
sparse,fmar,40,200,2,12,BLP-pooled,1,7,-0.04031970504,0.003917918452,0.005543597066,0.07445533605,0.975,0.3223146896,0.475,0.1137342162
sparse,fmar,40,200,2,12,BLP-pooled,1,8,-0.03827544331,0.003809942744,0.005274952304,0.07262886688,0.95,0.3270295234,0.5,0.1176617978
sparse,fmar,40,200,2,12,BLP-pooled,1,9,-0.03198174575,0.003228421803,0.004251253865,0.06520164005,0.95,0.3230434135,0.575,0.1144183809
sparse,fmar,40,200,2,12,BLP-pooled,1,10,-0.02621759239,0.002908268458,0.003595630609,0.05996357735,1,0.328848829,0.55,0.1146370052
sparse,fmar,40,200,2,12,BLP-pooled,1,11,-0.02508736799,0.002906039712,0.003535415744,0.05945936213,0.975,0.3206733645,0.65,0.1162015511
sparse,fmar,40,200,2,12,BLP-pooled,1,12,-0.02326015904,0.002843621461,0.003384656459,0.0581778004,0.975,0.3172533411,0.725,0.1173559168
sparse,fmar,40,200,2,12,BLP-pooled,2,1,-0.0006511621973,0.003734130531,0.003734554543,0.06111100182,0.9,0.2116613967,0.45,0.08027246942
sparse,fmar,40,200,2,12,BLP-pooled,2,2,0.0009529960646,0.003458621327,0.003459529528,0.05881776541,0.95,0.240019595,0.7,0.099665219
sparse,fmar,40,200,2,12,BLP-pooled,2,3,-0.01829132587,0.004342529027,0.004677101629,0.06838933856,0.925,0.2527837715,0.6,0.09757438706
sparse,fmar,40,200,2,12,BLP-pooled,2,4,-0.02286973162,0.004875387064,0.005398411688,0.0734738844,0.9,0.2702523743,0.575,0.1004397038
sparse,fmar,40,200,2,12,BLP-pooled,2,5,-0.02071755367,0.005291887785,0.005721104815,0.07563798527,0.875,0.2806485383,0.6,0.1049444199
sparse,fmar,40,200,2,12,BLP-pooled,2,6,-0.01877859038,0.004645553241,0.004998188698,0.07069786912,0.925,0.2864864464,0.55,0.1091257931
sparse,fmar,40,200,2,12,BLP-pooled,2,7,-0.01285194797,0.003829568182,0.003994740749,0.0632039615,0.95,0.2878897108,0.6,0.109217875
sparse,fmar,40,200,2,12,BLP-pooled,2,8,-0.00720780579,0.003768690237,0.003820642701,0.06181134768,0.95,0.2979617844,0.65,0.1125642011
sparse,fmar,40,200,2,12,BLP-pooled,2,9,-0.009594120381,0.003571470178,0.003663517324,0.06052699665,0.95,0.3085469505,0.7,0.1157552602
sparse,fmar,40,200,2,12,BLP-pooled,2,10,-0.00466315198,0.005101669685,0.005123414671,0.07157803204,0.975,0.3131541131,0.675,0.1183193693
sparse,fmar,40,200,2,12,BLP-pooled,2,11,-0.005741862988,0.004429760626,0.004462729617,0.0668036647,0.95,0.2893641247,0.725,0.1181779406
sparse,fmar,40,200,2,12,BLP-pooled,2,12,-0.009954207855,0.005664717391,0.005763803645,0.07591971842,0.95,0.2955205175,0.7,0.1191816074
sparse,fmar,40,200,2,12,BLP-pooled,3,1,-0.04257272789,0.004982546388,0.006794983548,0.0824316902,0.75,0.2066178467,0.5,0.1089440796
sparse,fmar,40,200,2,12,BLP-pooled,3,2,-0.07672806547,0.003191111234,0.009078307266,0.09528015148,0.675,0.21554288,0.45,0.1394093721
sparse,fmar,40,200,2,12,BLP-pooled,3,3,-0.004137970471,0.003429028551,0.00344615135,0.0587039296,0.925,0.2291711338,0.725,0.1356387535
sparse,fmar,40,200,2,12,BLP-pooled,3,4,-0.007265418833,0.003910363664,0.003963149975,0.06295355411,0.9,0.2380310236,0.7,0.1372405006
sparse,fmar,40,200,2,12,BLP-pooled,3,5,0.003200046669,0.004943404708,0.004953645006,0.07038213556,0.875,0.2406159094,0.625,0.1391668767
sparse,fmar,40,200,2,12,BLP-pooled,3,6,0.0007619867919,0.004874481309,0.004875061933,0.06982164373,0.9,0.2417176916,0.55,0.1392465417
sparse,fmar,40,200,2,12,BLP-pooled,3,7,0.0002141776685,0.005929302642,0.005929348514,0.07700226305,0.875,0.2522458544,0.625,0.1388215155
sparse,fmar,40,200,2,12,BLP-pooled,3,8,0.004816760443,0.005032254528,0.005055455709,0.07110172789,0.95,0.2423563443,0.625,0.1332983705
sparse,fmar,40,200,2,12,BLP-pooled,3,9,0.004768285407,0.004671628247,0.004694364792,0.0685154347,0.9,0.241861155,0.65,0.1329256665
sparse,fmar,40,200,2,12,BLP-pooled,3,10,0.0002141992727,0.003647404145,0.003647450027,0.06039412245,0.95,0.2507613072,0.65,0.1322356837
sparse,fmar,40,200,2,12,BLP-pooled,3,11,0.002575164092,0.003589171507,0.003595802977,0.05996501461,0.95,0.2451922845,0.65,0.1310192838
sparse,fmar,40,200,2,12,BLP-pooled,3,12,-0.003667807412,0.003327501342,0.003340954154,0.05780098748,0.95,0.2510337819,0.6,0.1299358402
