dgp,scale_estimator,equation,block,horizon,tau_mean,tau_median,p_tau_gt1
sparse,pooled,2,1,11,0.613753281,0.5373940659,0.230875
sparse,pooled,2,1,12,0.6480448078,0.5598350713,0.2401875
sparse,pooled,2,2,1,0.3019718566,0.2571741569,0.029375
sparse,pooled,2,2,2,0.2910738154,0.2501911508,0.0279375
sparse,pooled,2,2,3,0.2912242276,0.2528688104,0.0301875
sparse,pooled,2,2,4,0.2993276657,0.2615723452,0.0375
sparse,pooled,2,2,5,0.3111750562,0.2692911905,0.0489375
sparse,pooled,2,2,6,0.3268197035,0.2825265768,0.0631875
sparse,pooled,2,2,7,0.3479521124,0.3000797496,0.07975
sparse,pooled,2,2,8,0.3705225974,0.3207132038,0.0918125
sparse,pooled,2,2,9,0.3911979514,0.3389688942,0.103875
sparse,pooled,2,2,10,0.414010766,0.3565102586,0.114625
sparse,pooled,2,2,11,0.4371255081,0.3743390552,0.1265625
sparse,pooled,2,2,12,0.4570607933,0.3772934879,0.13725
sparse,pooled,2,3,1,0.3607036061,0.3162985136,0.033375
sparse,pooled,2,3,2,0.3497436167,0.3099413974,0.0288125
sparse,pooled,2,3,3,0.3495296745,0.3125341436,0.0298125
sparse,pooled,2,3,4,0.3600896501,0.3244205286,0.0390625
sparse,pooled,2,3,5,0.3783855376,0.3425037449,0.053125
sparse,pooled,2,3,6,0.3944953651,0.3573939311,0.0679375
sparse,pooled,2,3,7,0.4094358057,0.3704417528,0.08175
sparse,pooled,2,3,8,0.4290571477,0.3844695349,0.09775
sparse,pooled,2,3,9,0.4512038499,0.4024636912,0.1128125
sparse,pooled,2,3,10,0.4706297365,0.4129791432,0.1250625
sparse,pooled,2,3,11,0.4899403542,0.4249259749,0.138
sparse,pooled,2,3,12,0.514088147,0.4331259973,0.1541875
sparse,pooled,3,1,1,0.7017604207,0.643614788,0.2544375
sparse,pooled,3,1,2,0.7274792008,0.675265672,0.2838125
sparse,pooled,3,1,3,0.742488244,0.6942589494,0.2969375
sparse,pooled,3,1,4,0.7664662086,0.7172583061,0.3193125
sparse,pooled,3,1,5,0.7885064629,0.7365276389,0.3329375
sparse,pooled,3,1,6,0.8060113474,0.7513240041,0.3415625
sparse,pooled,3,1,7,0.8165132492,0.7615258024,0.352125
sparse,pooled,3,1,8,0.8285083775,0.771360893,0.3581875
sparse,pooled,3,1,9,0.8401570069,0.7795493332,0.3691875
sparse,pooled,3,1,10,0.8562439486,0.7888520702,0.3785
sparse,pooled,3,1,11,0.8697004843,0.7986079937,0.3763125
sparse,pooled,3,1,12,0.8929189202,0.803070238,0.3753125
sparse,pooled,3,2,1,0.3957512775,0.3460900983,0.0601875
sparse,pooled,3,2,2,0.3875114655,0.345160692,0.056625
sparse,pooled,3,2,3,0.3957778079,0.3554183616,0.0639375
sparse,pooled,3,2,4,0.4108490181,0.3687959618,0.07975
sparse,pooled,3,2,5,0.432016552,0.3882859744,0.0951875
sparse,pooled,3,2,6,0.4570134095,0.4115924768,0.1181875
sparse,pooled,3,2,7,0.4906285141,0.4409422699,0.150625
sparse,pooled,3,2,8,0.5170461083,0.4617702584,0.1781875
sparse,pooled,3,2,9,0.5421112243,0.482831949,0.1973125
sparse,pooled,3,2,10,0.5560842799,0.492439096,0.20525
sparse,pooled,3,2,11,0.5606305141,0.4933069938,0.2051875
sparse,pooled,3,2,12,0.5690716625,0.4881822795,0.2043125
sparse,pooled,3,3,1,0.3693534819,0.3199747461,0.041125
sparse,pooled,3,3,2,0.3586666615,0.3152181446,0.03475
sparse,pooled,3,3,3,0.3626087696,0.3201097783,0.0374375
sparse,pooled,3,3,4,0.3724908723,0.3301518078,0.0443125
sparse,pooled,3,3,5,0.3870398205,0.344958328,0.0555
sparse,pooled,3,3,6,0.4041425169,0.3631744852,0.0694375
sparse,pooled,3,3,7,0.4259281218,0.3853278804,0.0913125
sparse,pooled,3,3,8,0.4505518159,0.4074509164,0.1153125
sparse,pooled,3,3,9,0.4768937885,0.4312255096,0.13975
sparse,pooled,3,3,10,0.4980334795,0.4496571135,0.1565
sparse,pooled,3,3,11,0.5188114454,0.4596475116,0.1663125
sparse,pooled,3,3,12,0.5278432573,0.4615266832,0.1663125
