dgp,scale_estimator,equation,block,horizon,tau_mean,tau_median,p_tau_gt1,tau_q05,tau_q25,tau_q50,tau_q75,tau_q95
correct,block,3,3,15,1.101852727,0.7983170628,0.3867457143,0.1313121426,0.4209664761,0.7983170628,1.386784647,3.005996587
correct,block,3,3,16,1.110376625,0.8001243642,0.3877114286,0.1329243432,0.4210684197,0.8001243642,1.39255076,3.028440536
correct,block,3,3,17,1.08868604,0.7793836315,0.3797514286,0.1170680583,0.4011032199,0.7793836315,1.375412972,3.012271956
correct,block,3,3,18,1.088686703,0.7827488663,0.3805314286,0.1252948627,0.4067733453,0.7827488663,1.374008537,2.988836225
correct,block,3,3,19,1.088704695,0.7804572643,0.3806485714,0.1206208745,0.4019381181,0.7804572643,1.373441269,3.010072145
correct,block,3,3,20,1.088936813,0.7781722391,0.3763714286,0.1231946352,0.3998116062,0.7781722391,1.373620413,3.008216384
correct,pooled,1,1,1,0.3937450406,0.3460847407,0.04867142857,0.1158689501,0.2257977081,0.3460847407,0.5070934042,0.8324602543
correct,pooled,1,1,2,0.384680367,0.3428150455,0.04518571429,0.120289609,0.2283058007,0.3428150455,0.4939802885,0.7916518671
correct,pooled,1,1,3,0.3896427635,0.350510285,0.04998571429,0.1287053413,0.2368998174,0.350510285,0.498649357,0.7821890126
correct,pooled,1,1,4,0.4039654665,0.3655480483,0.06128571429,0.1401422688,0.2510707225,0.3655480483,0.5140081648,0.7976791365
correct,pooled,1,1,5,0.4245592497,0.3854583745,0.07807142857,0.1544180087,0.2693462637,0.3854583745,0.5378140086,0.8244223261
correct,pooled,1,1,6,0.4513817402,0.4112996945,0.09892571429,0.1727795807,0.2911206019,0.4112996945,0.5677607705,0.8622124156
correct,pooled,1,1,7,0.4812544921,0.4394186806,0.12368,0.1917093073,0.3144417875,0.4394186806,0.6010722946,0.9111210088
correct,pooled,1,1,8,0.5145683456,0.4701884365,0.1511,0.2108969541,0.3403230692,0.4701884365,0.6396029715,0.965802228
